name,ranking,image
Stu,197,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c126_i.png
Sprinkle,198,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c61_i.png
Nibbles,199,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c233_i.png
Boone,200,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c306_i.png
Willow,201,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c399_i.png
Chadder,202,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c426_i.png
Blanche,203,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c432_i.png
Agent S,204,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c215_i.png
Prince,205,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c235_i.png
Doc,206,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c87_i.png
Blaire,207,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c216_i.png
Plucky,208,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c345_i.png
Elvis,209,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c237_i.png
Pierce,210,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c12_i.png
Twiggy,211,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c227_i.png
Beardo,212,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c322_i.png
Ken,213,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c434_i.png
Colton,214,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c163_i.png
Olaf,215,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c160_i.png
Pudge,216,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c187_i.png
Tipper,217,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c283_i.png
Tabby,218,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c268_i.png
Anchovy,219,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c77_i.png
Coach,220,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c135_i.png
Stinky,221,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c273_i.png
Al,222,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c354_i.png
Del,223,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c168_i.png
Deena,224,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c204_i.png
Rodney,225,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c383_i.png
Bettina,226,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c188_i.png
Cole,227,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c265_i.png
Drake,228,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c202_i.png
Lionel,229,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c245_i.png
Iggly,230,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c375_i.png
Pompom,231,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c52_i.png
Avery,232,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c63_i.png
Cyd,233,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c448_i.png
Camofrog,234,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c181_i.png
Broccolo,235,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c208_i.png
Barold,236,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c75_i.png
Rod,237,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c270_i.png
Pecan,238,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c304_i.png
Cyrano,239,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c82_i.png
Winnie,240,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c35_i.png
Sheldon,241,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c67_i.png
Marcie,242,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c172_i.png
Caroline,243,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c229_i.png
Annalisa,244,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c46_i.png
Spike,245,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c193_i.png
Jay,246,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c231_i.png
Jacob,247,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c281_i.png
Peggy,248,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c164_i.png
Kitt,249,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c344_i.png
Marcel,250,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c442_i.png
Hopper,251,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c113_i.png
Sylvia,252,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c144_i.png
Renee,253,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c169_i.png
Gaston,254,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c366_i.png
Tasha,255,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c403_i.png
Victoria,256,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c225_i.png
Portia,257,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c363_i.png
Hopkins,258,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c83_i.png
Ava,259,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c134_i.png
Derwin,260,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c166_i.png
Tammi,261,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c109_i.png
Gonzo,262,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c347_i.png
Purrl,263,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c170_i.png
Hugh,264,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c441_i.png
Tybalt,265,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c275_i.png
Drift,266,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c342_i.png
Chops,267,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c348_i.png
Paolo,268,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c146_i.png
Rowan,269,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c284_i.png
Maggie,270,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c296_i.png
Hamphrey,271,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c66_i.png
Klaus,272,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c103_i.png
Sally,273,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c196_i.png
Hans,274,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c414_i.png
Rocket,275,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c121_i.png
Jacques,276,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c199_i.png
Ed,277,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c310_i.png
Grizzly,278,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c248_i.png
Benedict,279,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c343_i.png
Benjamin,280,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c257_i.png
Bud,281,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c263_i.png
Bree,282,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c220_i.png
Anabelle,283,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c57_i.png
Amelia,284,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c392_i.png
Bonbon,285,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c76_i.png
Leonardo,286,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c156_i.png
Kody,287,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c323_i.png
Elmer,288,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c337_i.png
Lucy,289,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c179_i.png
Claude,290,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c412_i.png
Curlos,291,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c149_i.png
Simon,292,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c22_i.png
Dora,293,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c59_i.png
Louie,294,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c97_i.png
Eloise,295,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c419_i.png
Leopold,296,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c269_i.png
Gabi,297,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c427_i.png
Cousteau,298,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c428_i.png
Opal,299,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c23_i.png
Curt,300,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c214_i.png
Big Top,301,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c335_i.png
Rasher,302,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c114_i.png
Kevin,303,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c132_i.png
Rory,304,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c262_i.png
Tucker,305,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c301_i.png
Groucho,306,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c360_i.png
Pippy,307,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c190_i.png
Ike,308,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c157_i.png
Cally,309,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c298_i.png
Knox,310,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c396_i.png
Rhonda,311,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c27_i.png
Yuka,312,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c234_i.png
O'Hare,313,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c239_i.png
Gloria,314,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c267_i.png
Soleil,315,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c264_i.png
Lucha,316,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c423_i.png
Sandy,317,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c357_i.png
Truffles,318,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c244_i.png
Samson,319,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c218_i.png
Claudia,320,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c395_i.png
Carrie,321,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c415_i.png
Ursala,322,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c20_i.png
Huck,323,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c222_i.png
Peck,324,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c240_i.png
Peewee,325,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c305_i.png
Sparro,326,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c393_i.png
Tad,327,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c256_i.png
Spork,328,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c297_i.png
Cobb,329,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c340_i.png
Mathilda,330,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c385_i.png
Admiral,331,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c30_i.png
Jitters,332,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c42_i.png
Kitty,333,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c56_i.png
Charlise,334,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c123_i.png
Gruff,335,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c287_i.png
Astrid,336,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c302_i.png
Cleo,337,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c49_i.png
Clyde,338,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c142_i.png
Peaches,339,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c401_i.png
Naomi,340,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c69_i.png
Gigi,341,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c266_i.png
Angus,342,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c136_i.png
Mott,343,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c224_i.png
Jambette,344,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c365_i.png
Frobert,345,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c48_i.png
Monique,346,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c325_i.png
Penelope,347,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c45_i.png
Frank,348,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c246_i.png
Friga,349,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c352_i.png
Rocco,350,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c274_i.png
Vic,351,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c439_i.png
Ricky,352,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c308_i.png
Rooney,353,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c409_i.png
Monty,354,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c417_i.png
Curly,355,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c241_i.png
Harry,356,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c11_i.png
Croque,357,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c232_i.png
Anicotti,358,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c65_i.png
Gwen,359,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c26_i.png
Paula,360,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c92_i.png
Alli,361,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c381_i.png
Candi,362,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c120_i.png
Annalise,363,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c411_i.png
Robin,364,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c413_i.png
Buzz,365,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c418_i.png
Velma,366,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c18_i.png
Timbra,367,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c358_i.png
Hippeux,368,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c351_i.png
Miranda,369,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c129_i.png
Violet,370,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c294_i.png
Limberg,371,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c353_i.png
Queenie,372,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c386_i.png
Becky,373,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c420_i.png
T-Bone,374,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c161_i.png
Chow,375,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c236_i.png
Boris,376,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c379_i.png
Mallary,377,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c390_i.png
Cashmere,378,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c108_i.png
Baabara,379,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c100_i.png
Maelle,380,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c115_i.png
Cesar,381,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c300_i.png
Moose,382,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c307_i.png
Snooty,383,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c361_i.png
Boyd,384,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c333_i.png
Bitty,385,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c338_i.png
Elise,386,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c91_i.png
Wart Jr.,387,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c278_i.png
Pancetti,388,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c387_i.png
Greta,389,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c299_i.png
Broffina,390,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c362_i.png
Rizzo,391,https://gamewith-en.akamaized.net/article_tools/animal-crossing-new-horizons/gacha/c21_i.png
